"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1962284611473744342","Sun Aug 31 22:41:23 +0000 2025","7","Pengakuan Batik Indonesia UNESCO a. Warisan Budaya Takbenda 1) Batik (Canting Cap) [2009] 2) Pendidikan dan Pelatihan Batik [2009] b. Jaringan Kota Kreatif 1) Pekalongan Jawa Tengah [2014] 2) Surakarta [2023] World Crafts Council 1) Yogyakarta - Kota Batik Dunia [2014]","1962284611473744342","","","in","","0","0","0","https://x.com/undefined/status/1962284611473744342","1839955459979259909",
"1962284600790802455","Sun Aug 31 22:41:20 +0000 2025","7","Pengiktirafan Batik Indonesia UNESCO a. Warisan Budaya Tidak Ketara 1) Batik (Canting Cap) [2009] 2) Pendidikan dan Pelatihan Batik [2009] b. Jaringan Kota Kreatif 1) Pekalongan Jawa Tengah [2014] 2) Surakarta [2023] World Crafts Council 1) Yogyakarta - Kota Batik Dunia [2014]","1962284600790802455","","","in","","0","0","0","https://x.com/undefined/status/1962284600790802455","1839955459979259909",
"1962283343132889338","Sun Aug 31 22:36:21 +0000 2025","0","TEMPELEMG kau punya ANAK itu Itu cara Pendidikan ke Anak agar tau cara ber Empati ","1962283343132889338","","","in","","0","0","0","https://x.com/undefined/status/1962283343132889338","1869995130742362112",
"1962281885843030503","Sun Aug 31 22:35:07 +0000 2025","0","@katie8leung Ini skenario hipotetis sulit diprediksi pasti karena banyak faktor. Sjahrir sebagai sosialis dan pendukung demokrasi parlementer mungkin bikin Indonesia lebih stabil secara politik dengan fokus pada diplomasi dan pendidikan. Bisa ada kemajuan di hak sipil dan hubungan","1962283032322412694","","katie8leung","in","","0","1","0","https://x.com/undefined/status/1962283032322412694","1720665183188922368",
"1962165569517724088","Sun Aug 31 22:34:40 +0000 2025","0","@tatamaubelajar unwater akuu :)) pendidikan spesialis sih tp masi mkdu belom praktek di RS","1962282921672528176","","tatamaubelajar","in","","0","1","0","https://x.com/undefined/status/1962282921672528176","1058943990106480640",
"1961619397237510476","Sun Aug 31 22:34:35 +0000 2025","0","@Urrangawak @prabowo @Gerindra Harapan Gw Mau Pendidikan Gratis sampe sarjana","1962282900856164559","","Urrangawak","in","","0","0","0","https://x.com/undefined/status/1962282900856164559","185524348",
"1962179468489113897","Sun Aug 31 22:33:25 +0000 2025","0","@yorselves Apakah adil rakyat yg mati gegara lubang di jalan karena kualitas jalan yg dikorupsi? Apakah adil irigasi pertanian rusak gegara kualitas irigasi yg terkorupsi? Apakah adil generasi muda tenggelam dlm kebodohan karena anggaran pendidikan yg dikorupsi?","1962282606768341410","","yorselves","in","","0","0","0","https://x.com/undefined/status/1962282606768341410","1393643270",
"1962282437721108764","Sun Aug 31 22:32:45 +0000 2025","0","Gak pernah nyangka Indonesia bakal ada di titik sechaos ini. Yang sedihnya instansi pendidikan sampe jadi korban. Stay safe semuanya berangkat bareng pulang pun harus bareng ","1962282437721108764","","","in","","0","0","0","https://x.com/undefined/status/1962282437721108764","871963897749807108",
"1962282266165735721","Sun Aug 31 22:32:04 +0000 2025","0","lah kocak. apakabar anak2 Indonesia yg blm bisa dpt akses pendidikan kehidupan dan gizi yg baik pak?","1962282266165735721","","","in","","0","1","0","https://x.com/undefined/status/1962282266165735721","863702693730070528",
"1962173671881191597","Sun Aug 31 22:28:45 +0000 2025","4","@adityanstr @Yang_Tampan @whoopziiy Nah knp hanya kota besar yg Mahasiswa nya byk? Krn Pendidikan it tdk merata kualitasnya kawan kalo semua kampus sebagus di daerah ngapain org jauh2 ke luar???","1962281430568054924","","adityanstr","in","","0","1","0","https://x.com/undefined/status/1962281430568054924","1754642362008285184",
"1962280241835266240","Sun Aug 31 22:24:01 +0000 2025","1","bikin status wa kek orangorang karena w di instansi pendidikan. 'ayao jaga jogja' tp kayak agak janggal aja tp ywes","1962280241835266240","","","in","","1","1","0","https://x.com/undefined/status/1962280241835266240","1547498630",
"1962221740614095180","Sun Aug 31 22:22:29 +0000 2025","0","@KotaNusantara Presiden Prabowo buktikan pendidikan itu solusi utama lawan ketidaksetaraan","1962279854692556845","","KotaNusantara","in","","0","0","0","https://x.com/undefined/status/1962279854692556845","1701452413176303617",
"1962279491012849936","Sun Aug 31 22:21:02 +0000 2025","0","Gatau ah capek gatau ya pak perasaan dan capeknya anak beasiswa mempertahankan nilai demi bisa dpt pendidikan yg layak. Sedih tau pak kita liat anak koruptor dari kecil hidupnya enak mau pergi naik mobil sambil di kawal. Lah kita mah transum dari subuh sampe malem. Dahlah malas","1962279491012849936","","","in","","0","0","0","https://x.com/undefined/status/1962279491012849936","1547553873174220801",
"1962032895910125778","Sun Aug 31 22:18:40 +0000 2025","0","@kompascom PDIP adalah partai yg ikut merusak dunia pendidikan selama 10 tahun terakhir lihat banyak anak smp yang tidak bisa baca tulis.","1962278895488823493","","kompascom","in","","0","0","0","https://x.com/undefined/status/1962278895488823493","1093006753204039680",
"1962278698843083045","Sun Aug 31 22:17:53 +0000 2025","2","emang adil rayya meninggal grgr gapunya uang buat berobat? emang adil affan meninggal dalam keadaan nyari kerja seharusnya di umur segitu dia dapet pendidikan yg dijamin negara? MIKIR!","1962278698843083045","","","in","","0","0","0","https://x.com/undefined/status/1962278698843083045","1172783791821115392",
"1962027015646916745","Sun Aug 31 22:17:40 +0000 2025","150","@HabisNontonFilm Lagian sahroni ga bisa nulis sebagus itu. Tanda baca &amp; conversation dia amburadul. Kdg tulisan mewakili tingkat pendidikan seseorg. Ternyata betul. Nilai SMA sahroni rata2 enam tujuhnya cuma 1 biji doang ","1962278642068938928","","HabisNontonFilm","in","","0","0","4","https://x.com/undefined/status/1962278642068938928","1325990774169718784",
"1961352670767128582","Sun Aug 31 22:12:32 +0000 2025","24","@kekpe1er Gw semenjak kenal cowo pendidikan tinggi berlapis2 kalo ngomong agama macem ustadz tp kelakuan kek setan udah ga heran tiap liat/denger spesies manusia yg speknya begini krn pernah nemuin sendiri","1962277350089060475","","kekpe1er","in","","0","2","5","https://x.com/undefined/status/1962277350089060475","1109712032327061504",
"1962160034139472203","Sun Aug 31 22:12:01 +0000 2025","4","@msaid_didu Joko widodo perusak Hukum Jokowi perusak pendidikan nasional. Jokowi perusak jenjang karier TNI POLRI ASN. Jokowi perusak LOKER hanya untuk TERMUL KKN. Jokowi perusak BANSOS di salahgunakan di korupsi. Jokowi perusak persatuan Indonesia mengadu domba sesama anak bangsa.","1962277219394609391","","msaid_didu","in","","0","1","2","https://x.com/undefined/status/1962277219394609391","1850501854603726848",
"1962118163941953543","Sun Aug 31 22:11:24 +0000 2025","0","@DS_yantie Yahhhh susah ini masalahnya pendidikan politik kita diarahkan pada transaksi Kecuali Pilih partai aja Dan partainya cukup 3 atau 4 partai Betul gak @prabowo @KPU_ID Dan para ahli ahli politik","1962277065002299514","","DS_yantie","in","","0","0","0","https://x.com/undefined/status/1962277065002299514","1110913722325753857",
"1962276652156875121","Sun Aug 31 22:09:45 +0000 2025","0","Sejelek Jeleknya gue di Pendidikan pancasila. Gak 6 juga njir. Apa itu matematika 4?","1962276652156875121","","","in","","0","0","0","https://x.com/undefined/status/1962276652156875121","167311973",
